NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,KEYWORDS_EN,KEYWORDS_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
WAVE HAWAII,WAVE HAWAII,WAVE HAWAII is designed to highlight performance and modern sports trends.,WAVE HAWAII 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,WAVE HAWAII,Sports / Outdoor,스포츠 / 아웃도어
WByron,WByron,WByron offers innovation aligned with ISPO Munich 2025.,WByron 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Virgül Moda Tekstil İç ve Dış Tic. Ltd. Şti.,Sports / Outdoor,스포츠 / 아웃도어
WearTechClub,WearTechClub,WearTechClub provides high-value sports technology for global buyers.,WearTechClub 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,WearTechClub,Sports / Outdoor,스포츠 / 아웃도어
WEBEST,WEBEST,WEBEST is designed to highlight performance and modern sports trends.,WEBEST 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Webest Interlining (Nantong) Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
wwvictory,wwvictory,wwvictory offers innovation aligned with ISPO Munich 2025.,wwvictory 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Weifang Chunhe Garment Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Weihai Julia,Weihai Julia,Weihai Julia is designed to highlight performance and modern sports trends.,Weihai Julia 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Weihai Julia Sport Product Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Weihai Wayshine Int'l Trade Co., Ltd.","Weihai Wayshine Int'l Trade Co., Ltd.","Weihai Wayshine Int'l Trade Co., Ltd. presents advanced outdoor sports solutions.","Weihai Wayshine Int'l Trade Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Weihai Wayshine Int'l Trade Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Weihai Yunjeong Trading Co., Ltd.","Weihai Yunjeong Trading Co., Ltd.","Weihai Yunjeong Trading Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Weihai Yunjeong Trading Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Weihai Yunjeong Trading Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wellfaith Far East Imp. & Exp. Co., Ltd.","Wellfaith Far East Imp. & Exp. Co., Ltd.","Wellfaith Far East Imp. & Exp. Co., Ltd. provides high-value sports technology for global buyers.","Wellfaith Far East Imp. & Exp. Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wellfaith Far East Imp. & Exp. Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Well Fit Garment Ltd.,Well Fit Garment Ltd.,Well Fit Garment Ltd. provides high-value sports technology for global buyers.,Well Fit Garment Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Well Fit Garment Ltd.,Sports / Outdoor,스포츠 / 아웃도어
"Wellful Active Tech Co., Ltd.","Wellful Active Tech Co., Ltd.","Wellful Active Tech Co., Ltd. provides high-value sports technology for global buyers.","Wellful Active Tech Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wellful Active Tech Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
OSAH DRYPAK,OSAH DRYPAK,OSAH DRYPAK is designed to highlight performance and modern sports trends.,OSAH DRYPAK 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Wellgreen Outdoor Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Well Mart Merit Co., Ltd.","Well Mart Merit Co., Ltd.","Well Mart Merit Co., Ltd. presents advanced outdoor sports solutions.","Well Mart Merit Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Well Mart Merit Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
wellplayd,wellplayd,wellplayd is designed to highlight performance and modern sports trends.,wellplayd 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,wellplayd,Sports / Outdoor,스포츠 / 아웃도어
Wellpower Commerce Holding,Wellpower Commerce Holding,Wellpower Commerce Holding presents advanced outdoor sports solutions.,Wellpower Commerce Holding 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Wellpower Commerce Holding,Sports / Outdoor,스포츠 / 아웃도어
GEOCELL,GEOCELL,GEOCELL presents advanced outdoor sports solutions.,GEOCELL 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Wellpower Commerce Holding Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Neo-splash,Neo-splash,Neo-splash introduces next-generation functionality for active lifestyles.,Neo-splash 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Welon Int'l Ltd.,Sports / Outdoor,스포츠 / 아웃도어
creative,creative,creative presents advanced outdoor sports solutions.,creative 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Welon Sport & Fashion Group Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Wembley Sports,Wembley Sports,Wembley Sports introduces next-generation functionality for active lifestyles.,Wembley Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Wembley Sports,Sports / Outdoor,스포츠 / 아웃도어
helatila,helatila,helatila is designed to highlight performance and modern sports trends.,helatila 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Wensport (Danyang) Garment Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wenzhou Hivision Eyewear Co., Ltd.","Wenzhou Hivision Eyewear Co., Ltd.","Wenzhou Hivision Eyewear Co., Ltd. provides high-value sports technology for global buyers.","Wenzhou Hivision Eyewear Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wenzhou Hivision Eyewear Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
TELOON,TELOON,TELOON introduces next-generation functionality for active lifestyles.,TELOON 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Wenzhou Teloon Imp. & Exp. Co. Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Wenzhou Vision Int'l Ltd.,Wenzhou Vision Int'l Ltd.,Wenzhou Vision Int'l Ltd. is designed to highlight performance and modern sports trends.,Wenzhou Vision Int'l Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Wenzhou Vision Int'l Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Western Mountaineering,Western Mountaineering,Western Mountaineering offers innovation aligned with ISPO Munich 2025.,Western Mountaineering 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Western Mountaineering,Sports / Outdoor,스포츠 / 아웃도어
WeTOOL,WeTOOL,WeTOOL offers innovation aligned with ISPO Munich 2025.,WeTOOL 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"WeTOOL Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
WGSN GmbH,WGSN GmbH,WGSN GmbH offers innovation aligned with ISPO Munich 2025.,WGSN GmbH 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,WGSN GmbH,Sports / Outdoor,스포츠 / 아웃도어
Wilco Group,Wilco Group,Wilco Group provides high-value sports technology for global buyers.,Wilco Group 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Wilco Group,Sports / Outdoor,스포츠 / 아웃도어
Wildfinder | Gmint Fashion | JointFun Outdoor,Wildfinder | Gmint Fashion | JointFun Outdoor,Wildfinder | Gmint Fashion | JointFun Outdoor presents advanced outdoor sports solutions.,Wildfinder | Gmint Fashion | JointFun Outdoor 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Wildfinder | Gmint Fashion | JointFun Outdoor,Sports / Outdoor,스포츠 / 아웃도어
Wingfield Sports,Wingfield Sports,Wingfield Sports introduces next-generation functionality for active lifestyles.,Wingfield Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Wingfield,Sports / Outdoor,스포츠 / 아웃도어
Wing Yue Development Ltd.,Wing Yue Development Ltd.,Wing Yue Development Ltd. provides high-value sports technology for global buyers.,Wing Yue Development Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Wing Yue Development Ltd.,Sports / Outdoor,스포츠 / 아웃도어
Wink - W.H.-2000 Kft.,Wink - W.H.-2000 Kft.,Wink - W.H.-2000 Kft. is designed to highlight performance and modern sports trends.,Wink - W.H.-2000 Kft. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Wink - W.H.-2000 Kft.,Sports / Outdoor,스포츠 / 아웃도어
Wish,Wish,Wish is designed to highlight performance and modern sports trends.,Wish 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Wish (Xiamen) Sporting Goods Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
RIVISTA,RIVISTA,RIVISTA introduces next-generation functionality for active lifestyles.,RIVISTA 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Woosoo Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Woosung I.B. Co., Ltd.","Woosung I.B. Co., Ltd.","Woosung I.B. Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Woosung I.B. Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Woosung I.B. Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wor-Biz Industrial Product Co., Ltd. (Anhui)","Wor-Biz Industrial Product Co., Ltd. (Anhui)","Wor-Biz Industrial Product Co., Ltd. (Anhui) offers innovation aligned with ISPO Munich 2025.","Wor-Biz Industrial Product Co., Ltd. (Anhui) 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wor-Biz Industrial Product Co., Ltd. (Anhui)",Sports / Outdoor,스포츠 / 아웃도어
Workout-Cards,Workout-Cards,Workout-Cards presents advanced outdoor sports solutions.,Workout-Cards 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Workout-Cards,Sports / Outdoor,스포츠 / 아웃도어
Worthen,Worthen,Worthen provides high-value sports technology for global buyers.,Worthen 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Worthen,Sports / Outdoor,스포츠 / 아웃도어
World Trade Center Utah,World Trade Center Utah,World Trade Center Utah introduces next-generation functionality for active lifestyles.,World Trade Center Utah 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,World Trade Center Utah,Sports / Outdoor,스포츠 / 아웃도어
"Wuhan Dawn Investments Co., Ltd.","Wuhan Dawn Investments Co., Ltd.","Wuhan Dawn Investments Co., Ltd. presents advanced outdoor sports solutions.","Wuhan Dawn Investments Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wuhan Dawn Investments Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wuhan FDM Eco Fitness Product Co., Ltd.","Wuhan FDM Eco Fitness Product Co., Ltd.","Wuhan FDM Eco Fitness Product Co., Ltd. introduces next-generation functionality for active lifestyles.","Wuhan FDM Eco Fitness Product Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wuhan FDM Eco Fitness Product Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wuhan Winsome Knitting Industrial Co., Ltd.","Wuhan Winsome Knitting Industrial Co., Ltd.","Wuhan Winsome Knitting Industrial Co., Ltd. is designed to highlight performance and modern sports trends.","Wuhan Winsome Knitting Industrial Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wuhan Winsome Knitting Industrial Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wujiang Brolin Textile Co., Ltd.","Wujiang Brolin Textile Co., Ltd.","Wujiang Brolin Textile Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Wujiang Brolin Textile Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wujiang Brolin Textile Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wujiang City Fuhua Textiles Co., Ltd.","Wujiang City Fuhua Textiles Co., Ltd.","Wujiang City Fuhua Textiles Co., Ltd. presents advanced outdoor sports solutions.","Wujiang City Fuhua Textiles Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wujiang City Fuhua Textiles Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wujiang Tex&Yeh Fabrics Co., Ltd.","Wujiang Tex&Yeh Fabrics Co., Ltd.","Wujiang Tex&Yeh Fabrics Co., Ltd. provides high-value sports technology for global buyers.","Wujiang Tex&Yeh Fabrics Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wujiang Tex&Yeh Fabrics Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wujiang Tutaike Textiles & Finishing Co., Ltd.","Wujiang Tutaike Textiles & Finishing Co., Ltd.","Wujiang Tutaike Textiles & Finishing Co., Ltd. is designed to highlight performance and modern sports trends.","Wujiang Tutaike Textiles & Finishing Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wujiang Tutaike Textiles & Finishing Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wujiang Yunsheng Imp. & Exp. Co., Ltd.","Wujiang Yunsheng Imp. & Exp. Co., Ltd.","Wujiang Yunsheng Imp. & Exp. Co., Ltd. introduces next-generation functionality for active lifestyles.","Wujiang Yunsheng Imp. & Exp. Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wujiang Yunsheng Imp. & Exp. Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Wuxi Cindy Int'l Trade Co., Ltd.","Wuxi Cindy Int'l Trade Co., Ltd.","Wuxi Cindy Int'l Trade Co., Ltd. provides high-value sports technology for global buyers.","Wuxi Cindy Int'l Trade Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Wuxi Cindy Int'l Trade Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
